experiment_name,experiment_id,decision_number,control_timestamp,sensor_timestamp,elapsed_minutes_from_random_start,strategy_day,control_strategy,logical_flap_state,top_inside,top_outside,bottom_inside,bottom_outside,command_sent,decision_reason,is_daytime,temp_difference_black_globe_minus_outdoor_C,radiation_above_threshold,black_globe_hotter_than_outdoor,radiation_threshold_W_m2,temp_difference_threshold_C,PCM_OC25_TEMP_C,PCM_OC17_TEMP_C,TOP_INBOUND_AIR_TEMP_1_C,TOP_INBOUND_AIR_TEMP_2_C,TOP_OUTBOUND_AIR_TEMP_1_C,TOP_OUTBOUND_AIR_TEMP_2_C,BOTTOM_INBOUND_AIR_TEMP_1_C,BOTTOM_INBOUND_AIR_TEMP_2_C,BOTTOM_OUTBOUND_AIR_TEMP_1_C,BOTTOM_OUTBOUND_AIR_TEMP_2_C,REFERENCE_AIR_TEMP_RTD_C,TROMBE_WALL_SURFACE_TEMP_C,CEILING_SURFACE_TEMP_C,LEFT_WALL_SURFACE_TEMP_C,RIGHT_WALL_SURFACE_TEMP_C,REAR_WALL_SURFACE_TEMP_C,FLOOR_SURFACE_TEMP_C,BLACK_GLOBE_TEMP_C,INDOOR_AIR_TEMP_ANALOG_C,INDOOR_RELATIVE_HUMIDITY_ANALOG_PERCENT,OUTDOOR_AIR_TEMP_C,OUTDOOR_RELATIVE_HUMIDITY_PERCENT,SOLAR_RADIATION_VERTICAL_W_M2,INDOOR_TEMP_ANALOG_VOLTAGE_V,INDOOR_RH_ANALOG_VOLTAGE_V,OUTDOOR_TEMP_VOLTAGE_V,OUTDOOR_RH_VOLTAGE_V,PYRANOMETER_VOLTAGE_V,CONDENSATION_DETECTED,CONDENSATION_STATUS
Weekend_Heatwave_June2026,WHJ2026,262,2026-06-28T10:38:46,2026-06-28T08:38:45.962Z,1598.78,DAY_2_CONTROLLED,HEATWAVE_RULE_BASED,OUTBOUND_OPEN_INBOUND_CLOSED,CLOSED,OPEN,CLOSED,OPEN,FALSE,NO_CHANGE_DAY_HIGH_RADIATION_OUTBOUND_OPEN,TRUE,-4.799,TRUE,FALSE,150,1,24.204,24.932,28.189,28.189,28.844,28.759,27.534,26.914,28.795,27.625,,24.408,24.457,24.306,24.332,24.398,23.995,27.701,33.15,37.99,32.5,34.23,796.1,6.315,3.799,6.25,3.423,5.686,,
Weekend_Heatwave_June2026,WHJ2026,263,2026-06-28T10:48:46,2026-06-28T08:48:46.544Z,1608.78,DAY_2_CONTROLLED,HEATWAVE_RULE_BASED,OUTBOUND_OPEN_INBOUND_CLOSED,CLOSED,OPEN,CLOSED,OPEN,FALSE,NO_CHANGE_DAY_HIGH_RADIATION_OUTBOUND_OPEN,TRUE,-5.519,TRUE,FALSE,150,1,24.231,24.925,28.199,28.274,29.231,29.198,27.602,27,29.12,27.861,,24.398,24.457,24.306,24.332,24.408,24.011,27.711,33.17,38.08,33.23,32.73,614.54,6.317,3.808,6.323,3.273,4.39,,
Weekend_Heatwave_June2026,WHJ2026,264,2026-06-28T10:58:46,2026-06-28T08:58:46.111Z,1618.78,DAY_2_CONTROLLED,HEATWAVE_RULE_BASED,OUTBOUND_OPEN_INBOUND_CLOSED,CLOSED,OPEN,CLOSED,OPEN,FALSE,NO_CHANGE_DAY_HIGH_RADIATION_OUTBOUND_OPEN,TRUE,-5.669,TRUE,FALSE,150,1,24.257,24.932,28.284,28.336,29.316,29.103,27.678,27.085,29.257,27.953,,24.398,24.467,24.306,24.339,24.408,24.018,27.711,33.2,38.15,33.38,33.48,625.67,6.32,3.815,6.338,3.348,4.469,,
Weekend_Heatwave_June2026,WHJ2026,265,2026-06-28T11:08:46,2026-06-28T09:08:45.901Z,1628.78,DAY_2_CONTROLLED,HEATWAVE_RULE_BASED,OUTBOUND_OPEN_INBOUND_CLOSED,CLOSED,OPEN,CLOSED,OPEN,FALSE,NO_CHANGE_DAY_HIGH_RADIATION_OUTBOUND_OPEN,TRUE,-5.519,TRUE,FALSE,150,1,24.273,24.948,28.336,28.415,29.241,29.241,27.753,27.173,29.349,27.946,,24.398,24.476,24.316,24.339,24.417,24.028,27.711,33.23,38.25,33.23,32.84,671.98,6.323,3.825,6.323,3.284,4.8,,
Weekend_Heatwave_June2026,WHJ2026,266,2026-06-28T11:18:46,2026-06-28T09:18:46.259Z,1638.78,DAY_2_CONTROLLED,HEATWAVE_RULE_BASED,OUTBOUND_OPEN_INBOUND_CLOSED,CLOSED,OPEN,CLOSED,OPEN,FALSE,NO_CHANGE_DAY_HIGH_RADIATION_OUTBOUND_OPEN,TRUE,-6.393,TRUE,FALSE,150,1,24.306,24.975,28.422,28.559,29.821,29.601,27.845,27.255,29.559,28.274,,24.398,24.483,24.322,24.355,24.417,24.044,27.737,33.28,38.29,34.13,31.33,815.65,6.328,3.829,6.413,3.133,5.826,,
Weekend_Heatwave_June2026,WHJ2026,267,2026-06-28T11:28:46,2026-06-28T09:28:45.839Z,1648.78,DAY_2_CONTROLLED,HEATWAVE_RULE_BASED,OUTBOUND_OPEN_INBOUND_CLOSED,CLOSED,OPEN,CLOSED,OPEN,FALSE,NO_CHANGE_DAY_HIGH_RADIATION_OUTBOUND_OPEN,TRUE,-6.447,TRUE,FALSE,150,1,24.339,25.017,28.526,28.625,29.958,29.457,27.93,27.334,29.709,28.464,,24.408,24.499,24.332,24.365,24.434,24.06,27.743,33.32,38.4,34.19,32.46,798.6,6.332,3.84,6.419,3.246,5.704,,
Weekend_Heatwave_June2026,WHJ2026,268,2026-06-28T11:38:46,2026-06-28T09:38:46.420Z,1658.78,DAY_2_CONTROLLED,HEATWAVE_RULE_BASED,OUTBOUND_OPEN_INBOUND_CLOSED,CLOSED,OPEN,CLOSED,OPEN,FALSE,NO_CHANGE_DAY_HIGH_RADIATION_OUTBOUND_OPEN,TRUE,-6.88,TRUE,FALSE,150,1,24.381,25.06,28.635,28.871,30.381,30.001,28.012,27.425,29.88,28.625,,24.417,24.516,24.349,24.381,24.45,24.077,27.77,33.39,38.41,34.65,31.26,760.74,6.339,3.841,6.465,3.126,5.434,,
Weekend_Heatwave_June2026,WHJ2026,269,2026-06-28T11:48:46,2026-06-28T09:48:46.194Z,1668.78,DAY_2_CONTROLLED,HEATWAVE_RULE_BASED,OUTBOUND_OPEN_INBOUND_CLOSED,CLOSED,OPEN,CLOSED,OPEN,FALSE,NO_CHANGE_DAY_HIGH_RADIATION_OUTBOUND_OPEN,TRUE,-6.944,TRUE,FALSE,150,1,24.417,25.119,28.743,28.956,30.322,30.096,28.087,27.517,30.06,28.795,,24.424,24.535,24.365,24.398,24.457,24.103,27.786,33.45,38.56,34.73,30.9,780.61,6.345,3.856,6.473,3.09,5.576,,
Weekend_Heatwave_June2026,WHJ2026,270,2026-06-28T11:58:46,2026-06-28T09:58:46.575Z,1678.78,DAY_2_CONTROLLED,HEATWAVE_RULE_BASED,OUTBOUND_OPEN_INBOUND_CLOSED,CLOSED,OPEN,CLOSED,OPEN,FALSE,NO_CHANGE_DAY_HIGH_RADIATION_OUTBOUND_OPEN,TRUE,-6.658,TRUE,FALSE,150,1,24.476,25.187,28.838,28.966,30.017,29.854,28.189,27.609,30.198,29.025,,24.44,24.568,24.381,24.417,24.476,24.129,27.802,33.52,38.62,34.46,30.95,871.02,6.352,3.862,6.446,3.095,6.222,,
Weekend_Heatwave_June2026,WHJ2026,271,2026-06-28T12:08:46,2026-06-28T10:08:46.148Z,1688.78,DAY_2_CONTROLLED,HEATWAVE_RULE_BASED,OUTBOUND_OPEN_INBOUND_CLOSED,CLOSED,OPEN,CLOSED,OPEN,FALSE,NO_CHANGE_DAY_HIGH_RADIATION_OUTBOUND_OPEN,TRUE,-7.251,TRUE,FALSE,150,1,24.516,25.263,28.998,29.231,30.519,30.316,28.274,27.701,30.338,29.093,,24.457,24.585,24.408,24.434,24.499,24.146,27.829,33.6,38.69,35.08,29.73,806.95,6.36,3.869,6.508,2.973,5.764,,
Weekend_Heatwave_June2026,WHJ2026,272,2026-06-28T12:18:46,2026-06-28T10:18:45.729Z,1698.78,DAY_2_CONTROLLED,HEATWAVE_RULE_BASED,OUTBOUND_OPEN_INBOUND_CLOSED,CLOSED,OPEN,CLOSED,OPEN,FALSE,NO_CHANGE_DAY_HIGH_RADIATION_OUTBOUND_OPEN,TRUE,-7.705,TRUE,FALSE,150,1,24.568,25.348,29.146,29.391,30.987,30.338,28.363,27.802,30.417,29.103,,24.476,24.617,24.424,24.457,24.516,24.172,27.855,33.67,38.75,35.56,28.6,544.64,6.367,3.875,6.556,2.86,3.89,,
Weekend_Heatwave_June2026,WHJ2026,273,2026-06-28T12:28:46,2026-06-28T10:28:46.290Z,1708.78,DAY_2_CONTROLLED,HEATWAVE_RULE_BASED,OUTBOUND_OPEN_INBOUND_CLOSED,CLOSED,OPEN,CLOSED,OPEN,FALSE,NO_CHANGE_DAY_HIGH_RADIATION_OUTBOUND_OPEN,TRUE,-8.402,TRUE,FALSE,150,1,24.627,25.443,29.274,29.693,31.181,30.896,28.438,27.871,30.551,29.231,,24.493,24.644,24.45,24.483,24.542,24.204,27.878,33.78,38.81,36.28,27.45,788.22,6.378,3.881,6.628,2.745,5.63,,
Weekend_Heatwave_June2026,WHJ2026,274,2026-06-28T12:38:46,2026-06-28T10:38:45.879Z,1718.78,DAY_2_CONTROLLED,HEATWAVE_RULE_BASED,OUTBOUND_OPEN_INBOUND_CLOSED,CLOSED,OPEN,CLOSED,OPEN,FALSE,NO_CHANGE_DAY_HIGH_RADIATION_OUTBOUND_OPEN,TRUE,-8.996,TRUE,FALSE,150,1,24.68,25.545,29.365,29.811,31.272,30.994,28.517,27.937,30.561,29.231,,24.509,24.68,24.476,24.509,24.578,24.231,27.904,33.88,38.91,36.9,26.36,718.38,6.388,3.891,6.69,2.636,5.131,,
Weekend_Heatwave_June2026,WHJ2026,275,2026-06-28T12:48:46,2026-06-28T10:48:46.446Z,1728.78,DAY_2_CONTROLLED,HEATWAVE_RULE_BASED,OUTBOUND_OPEN_INBOUND_CLOSED,CLOSED,OPEN,CLOSED,OPEN,FALSE,NO_CHANGE_DAY_HIGH_RADIATION_OUTBOUND_OPEN,TRUE,-9.533,TRUE,FALSE,150,1,24.722,25.646,29.483,30.001,31.518,31.171,28.592,28.022,30.689,29.408,,24.535,24.712,24.509,24.535,24.601,24.263,27.937,33.94,38.98,37.47,25.69,746.71,6.394,3.898,6.747,2.569,5.334,,
Weekend_Heatwave_June2026,WHJ2026,276,2026-06-28T12:58:46,2026-06-28T10:58:46.026Z,1738.78,DAY_2_CONTROLLED,HEATWAVE_RULE_BASED,OUTBOUND_OPEN_INBOUND_CLOSED,CLOSED,OPEN,CLOSED,OPEN,FALSE,NO_CHANGE_DAY_HIGH_RADIATION_OUTBOUND_OPEN,TRUE,-9.811,TRUE,FALSE,150,1,24.771,25.748,29.532,29.958,31.534,31.105,28.677,28.087,30.928,29.601,,24.568,24.755,24.542,24.578,24.627,24.296,27.979,34.05,39.01,37.79,25.55,652.8,6.405,3.901,6.779,2.555,4.663,,
Weekend_Heatwave_June2026,WHJ2026,277,2026-06-28T13:08:46,2026-06-28T11:08:46.596Z,1748.78,DAY_2_CONTROLLED,HEATWAVE_RULE_BASED,OUTBOUND_OPEN_INBOUND_CLOSED,CLOSED,OPEN,CLOSED,OPEN,FALSE,NO_CHANGE_DAY_HIGH_RADIATION_OUTBOUND_OPEN,TRUE,-9.435,TRUE,FALSE,150,1,24.824,25.859,29.644,30.086,31.544,31.164,28.753,28.173,31.004,29.549,,24.594,24.788,24.568,24.601,24.66,24.332,28.005,34.15,39.1,37.44,25.64,673.56,6.415,3.91,6.744,2.564,4.811,,
Weekend_Heatwave_June2026,WHJ2026,278,2026-06-28T13:18:46,2026-06-28T11:18:46.163Z,1758.78,DAY_2_CONTROLLED,HEATWAVE_RULE_BASED,OUTBOUND_OPEN_INBOUND_CLOSED,CLOSED,OPEN,CLOSED,OPEN,FALSE,NO_CHANGE_DAY_HIGH_RADIATION_OUTBOUND_OPEN,TRUE,-10.202,TRUE,FALSE,150,1,24.873,25.967,29.762,30.129,31.577,31.223,28.828,28.258,31.079,29.726,,24.617,24.83,24.611,24.637,24.696,24.375,28.038,34.26,39.15,38.24,25.03,552.05,6.426,3.915,6.824,2.503,3.943,,
Weekend_Heatwave_June2026,WHJ2026,279,2026-06-28T13:28:46,2026-06-28T11:28:45.744Z,1768.78,DAY_2_CONTROLLED,HEATWAVE_RULE_BASED,OUTBOUND_OPEN_INBOUND_CLOSED,CLOSED,OPEN,CLOSED,OPEN,FALSE,NO_CHANGE_DAY_HIGH_RADIATION_OUTBOUND_OPEN,TRUE,-10.989,TRUE,FALSE,150,1,24.932,26.062,29.844,30.224,31.577,31.341,28.913,28.327,31.266,29.795,,24.653,24.873,24.644,24.68,24.739,24.408,28.081,34.08,39.18,39.07,24,517.85,6.408,3.918,6.907,2.4,3.699,,
Weekend_Heatwave_June2026,WHJ2026,280,2026-06-28T13:38:46,2026-06-28T11:38:46.320Z,1778.78,DAY_2_CONTROLLED,HEATWAVE_RULE_BASED,OUTBOUND_OPEN_INBOUND_CLOSED,CLOSED,OPEN,CLOSED,OPEN,FALSE,NO_CHANGE_DAY_HIGH_RADIATION_OUTBOUND_OPEN,TRUE,-10.916,TRUE,FALSE,150,1,24.975,26.154,29.912,30.181,31.561,31.416,28.982,28.405,31.364,29.811,,24.686,24.925,24.68,24.712,24.771,24.44,28.114,34.48,39.28,39.03,22.63,626.59,6.448,3.928,6.903,2.263,4.476,,
Weekend_Heatwave_June2026,WHJ2026,281,2026-06-28T13:48:46,2026-06-28T11:48:45.890Z,1788.78,DAY_2_CONTROLLED,HEATWAVE_RULE_BASED,OUTBOUND_OPEN_INBOUND_CLOSED,CLOSED,OPEN,CLOSED,OPEN,FALSE,NO_CHANGE_DAY_HIGH_RADIATION_OUTBOUND_OPEN,TRUE,-11.384,TRUE,FALSE,150,1,25.027,26.249,29.981,30.263,31.597,31.482,29.061,28.464,31.433,29.896,,24.722,24.968,24.722,24.755,24.814,24.483,28.156,34.61,39.33,39.54,22.42,518.58,6.461,3.933,6.954,2.242,3.704,,
Weekend_Heatwave_June2026,WHJ2026,282,2026-06-28T13:58:46,2026-06-28T11:58:46.461Z,1798.78,DAY_2_CONTROLLED,HEATWAVE_RULE_BASED,OUTBOUND_OPEN_INBOUND_CLOSED,CLOSED,OPEN,CLOSED,OPEN,FALSE,NO_CHANGE_DAY_HIGH_RADIATION_OUTBOUND_OPEN,TRUE,-11.361,TRUE,FALSE,150,1,25.07,26.334,30.034,30.289,31.639,31.502,29.139,28.543,31.407,29.863,,24.755,25.001,24.755,24.788,24.847,24.526,28.189,34.73,39.38,39.55,22.33,477.88,6.473,3.938,6.955,2.233,3.413,,
Weekend_Heatwave_June2026,WHJ2026,283,2026-06-28T14:08:46,2026-06-28T12:08:46.044Z,1808.78,DAY_2_CONTROLLED,HEATWAVE_RULE_BASED,OUTBOUND_OPEN_INBOUND_CLOSED,CLOSED,OPEN,CLOSED,OPEN,FALSE,NO_CHANGE_DAY_HIGH_RADIATION_OUTBOUND_OPEN,TRUE,-11.608,TRUE,FALSE,150,1,25.112,26.4,30.096,30.358,31.646,31.571,29.205,28.602,31.433,29.827,,24.798,25.053,24.798,24.83,24.889,24.568,28.232,34.84,39.43,39.84,22.17,493.46,6.484,3.943,6.984,2.217,3.525,,
Weekend_Heatwave_June2026,WHJ2026,284,2026-06-28T14:18:46,2026-06-28T12:18:46.609Z,1818.78,DAY_2_CONTROLLED,HEATWAVE_RULE_BASED,OUTBOUND_OPEN_INBOUND_CLOSED,CLOSED,OPEN,CLOSED,OPEN,FALSE,NO_CHANGE_DAY_HIGH_RADIATION_OUTBOUND_OPEN,TRUE,-11.786,TRUE,FALSE,150,1,25.161,26.485,30.148,30.433,31.656,31.613,29.274,28.661,31.4,29.795,,24.83,25.096,24.84,24.873,24.932,24.611,28.274,34.96,39.49,40.06,21.55,475.38,6.496,3.949,7.006,2.155,3.396,,
Weekend_Heatwave_June2026,WHJ2026,285,2026-06-28T14:28:46,2026-06-28T12:28:46.179Z,1828.78,DAY_2_CONTROLLED,HEATWAVE_RULE_BASED,OUTBOUND_OPEN_INBOUND_CLOSED,CLOSED,OPEN,CLOSED,OPEN,FALSE,NO_CHANGE_DAY_HIGH_RADIATION_OUTBOUND_OPEN,TRUE,-11.89,TRUE,FALSE,150,1,25.204,26.554,30.204,30.476,31.656,31.603,29.323,28.71,31.358,29.726,,24.873,25.145,24.883,24.916,24.975,24.653,28.32,35.1,39.52,40.21,20.84,474.02,6.51,3.952,7.021,2.084,3.386,,
Weekend_Heatwave_June2026,WHJ2026,286,2026-06-28T14:38:46,2026-06-28T12:38:46.755Z,1838.78,DAY_2_CONTROLLED,HEATWAVE_RULE_BASED,OUTBOUND_OPEN_INBOUND_CLOSED,CLOSED,OPEN,CLOSED,OPEN,FALSE,NO_CHANGE_DAY_HIGH_RADIATION_OUTBOUND_OPEN,TRUE,-11.867,TRUE,FALSE,150,1,25.24,26.613,30.247,30.545,31.656,31.646,29.375,28.753,31.282,29.66,,24.916,25.187,24.925,24.968,25.017,24.696,28.363,35.24,39.61,40.23,21.22,473.27,6.524,3.961,7.023,2.122,3.38,,
Weekend_Heatwave_June2026,WHJ2026,287,2026-06-28T14:48:46,2026-06-28T12:48:46.334Z,1848.78,DAY_2_CONTROLLED,HEATWAVE_RULE_BASED,OUTBOUND_OPEN_INBOUND_CLOSED,CLOSED,OPEN,CLOSED,OPEN,FALSE,NO_CHANGE_DAY_HIGH_RADIATION_OUTBOUND_OPEN,TRUE,-12.025,TRUE,FALSE,150,1,25.283,26.682,30.299,30.568,31.666,31.672,29.414,28.785,31.24,29.683,,24.958,25.24,24.968,25.011,25.06,24.739,28.415,35.35,39.67,40.44,21.49,471.94,6.535,3.967,7.044,2.149,3.371,,
Weekend_Heatwave_June2026,WHJ2026,288,2026-06-28T14:58:46,2026-06-28T12:58:45.905Z,1858.78,DAY_2_CONTROLLED,HEATWAVE_RULE_BASED,OUTBOUND_OPEN_INBOUND_CLOSED,CLOSED,OPEN,CLOSED,OPEN,FALSE,NO_CHANGE_DAY_HIGH_RADIATION_OUTBOUND_OPEN,TRUE,-12.002,TRUE,FALSE,150,1,25.322,26.741,30.338,30.63,31.708,31.708,29.457,28.828,31.289,29.683,,25.001,25.283,25.011,25.053,25.102,24.788,28.458,35.49,39.74,40.46,21.96,464.91,6.549,3.974,7.046,2.196,3.321,,
Weekend_Heatwave_June2026,WHJ2026,289,2026-06-28T15:08:46,2026-06-28T13:08:46.487Z,1868.78,DAY_2_CONTROLLED,HEATWAVE_RULE_BASED,OUTBOUND_OPEN_INBOUND_CLOSED,CLOSED,OPEN,CLOSED,OPEN,FALSE,NO_CHANGE_DAY_HIGH_RADIATION_OUTBOUND_OPEN,TRUE,-11.91,TRUE,FALSE,150,1,25.364,26.793,30.407,30.663,31.708,31.725,29.493,28.854,31.266,29.65,,25.043,25.322,25.06,25.102,25.155,24.83,28.5,35.65,39.76,40.41,22.18,465.28,6.565,3.976,7.041,2.218,3.323,,
Weekend_Heatwave_June2026,WHJ2026,290,2026-06-28T15:18:46,2026-06-28T13:18:46.060Z,1878.78,DAY_2_CONTROLLED,HEATWAVE_RULE_BASED,OUTBOUND_OPEN_INBOUND_CLOSED,CLOSED,OPEN,CLOSED,OPEN,FALSE,NO_CHANGE_DAY_HIGH_RADIATION_OUTBOUND_OPEN,TRUE,-12.051,TRUE,FALSE,150,1,25.4,26.852,30.466,30.689,31.692,31.741,29.526,28.887,31.256,29.618,,25.086,25.374,25.102,25.145,25.197,24.873,28.549,35.76,39.78,40.6,21.7,454.6,6.576,3.978,7.06,2.17,3.247,,
Weekend_Heatwave_June2026,WHJ2026,291,2026-06-28T15:28:46,2026-06-28T13:28:46.632Z,1888.78,DAY_2_CONTROLLED,HEATWAVE_RULE_BASED,OUTBOUND_OPEN_INBOUND_CLOSED,CLOSED,OPEN,CLOSED,OPEN,FALSE,NO_CHANGE_DAY_HIGH_RADIATION_OUTBOUND_OPEN,TRUE,-10.468,TRUE,FALSE,150,1,25.443,26.895,30.492,30.699,31.475,31.646,29.568,28.923,31.148,29.424,,25.129,25.427,25.155,25.197,25.246,24.925,28.592,35.89,39.84,39.06,23.84,363.36,6.589,3.984,6.906,2.384,2.595,,
Weekend_Heatwave_June2026,WHJ2026,292,2026-06-28T15:38:46,2026-06-28T13:38:46.222Z,1898.78,DAY_2_CONTROLLED,HEATWAVE_RULE_BASED,OUTBOUND_OPEN_INBOUND_CLOSED,CLOSED,OPEN,CLOSED,OPEN,FALSE,NO_CHANGE_DAY_HIGH_RADIATION_OUTBOUND_OPEN,TRUE,-9.955,TRUE,FALSE,150,1,25.476,26.954,30.519,30.656,31.39,31.613,29.591,28.939,30.994,29.375,,25.171,25.469,25.197,25.24,25.289,24.968,28.635,36.03,39.91,38.59,23.5,398.63,6.603,3.991,6.859,2.35,2.847,,
Weekend_Heatwave_June2026,WHJ2026,293,2026-06-28T15:48:46,2026-06-28T13:48:45.792Z,1908.78,DAY_2_CONTROLLED,HEATWAVE_RULE_BASED,OUTBOUND_OPEN_INBOUND_CLOSED,CLOSED,OPEN,CLOSED,OPEN,FALSE,NO_CHANGE_DAY_HIGH_RADIATION_OUTBOUND_OPEN,TRUE,-9.363,TRUE,FALSE,150,1,25.518,26.986,30.525,30.62,31.256,31.518,29.618,28.956,30.896,29.221,,25.214,25.509,25.24,25.289,25.341,25.011,28.677,36.19,39.94,38.04,24.41,379.31,6.619,3.994,6.804,2.441,2.709,,
Weekend_Heatwave_June2026,WHJ2026,294,2026-06-28T15:58:46,2026-06-28T13:58:46.369Z,1918.78,DAY_2_CONTROLLED,HEATWAVE_RULE_BASED,OUTBOUND_OPEN_INBOUND_CLOSED,CLOSED,OPEN,CLOSED,OPEN,FALSE,NO_CHANGE_DAY_HIGH_RADIATION_OUTBOUND_OPEN,TRUE,-9.574,TRUE,FALSE,150,1,25.551,27.029,30.535,30.646,31.24,31.518,29.634,28.966,30.859,29.231,,25.263,25.551,25.283,25.332,25.384,25.06,28.726,36.32,39.96,38.3,24.51,400.06,6.632,3.996,6.83,2.451,2.858,,
Weekend_Heatwave_June2026,WHJ2026,295,2026-06-28T16:08:46,2026-06-28T14:08:45.946Z,1928.78,DAY_2_CONTROLLED,HEATWAVE_RULE_BASED,OUTBOUND_OPEN_INBOUND_CLOSED,CLOSED,OPEN,CLOSED,OPEN,FALSE,NO_CHANGE_DAY_HIGH_RADIATION_OUTBOUND_OPEN,TRUE,-9.641,TRUE,FALSE,150,1,25.587,27.065,30.545,30.63,31.23,31.475,29.65,28.975,30.902,29.3,,25.305,25.594,25.332,25.374,25.427,25.102,28.769,36.4,40.02,38.41,24.29,387.92,6.64,4.002,6.841,2.429,2.771,,
Weekend_Heatwave_June2026,WHJ2026,296,2026-06-28T16:18:46,2026-06-28T14:18:46.517Z,1938.78,DAY_2_CONTROLLED,HEATWAVE_RULE_BASED,OUTBOUND_OPEN_INBOUND_CLOSED,CLOSED,OPEN,CLOSED,OPEN,FALSE,NO_CHANGE_DAY_HIGH_RADIATION_OUTBOUND_OPEN,TRUE,-10.918,TRUE,FALSE,150,1,25.62,27.098,30.568,30.637,31.358,31.544,29.667,28.998,30.961,29.434,,25.348,25.636,25.374,25.427,25.469,25.145,28.812,36.61,40.07,39.73,23,494.25,6.661,4.007,6.973,2.3,3.53,,
Weekend_Heatwave_June2026,WHJ2026,297,2026-06-28T16:28:46,2026-06-28T14:28:46.304Z,1948.78,DAY_2_CONTROLLED,HEATWAVE_RULE_BASED,OUTBOUND_OPEN_INBOUND_CLOSED,CLOSED,OPEN,CLOSED,OPEN,FALSE,NO_CHANGE_DAY_HIGH_RADIATION_OUTBOUND_OPEN,TRUE,-11.036,TRUE,FALSE,150,1,25.663,27.131,30.578,30.646,31.341,31.571,29.683,29.018,31.03,29.398,,25.391,25.672,25.417,25.459,25.509,25.187,28.854,36.7,40.1,39.89,22.58,461.09,6.67,4.01,6.989,2.258,3.294,,
Weekend_Heatwave_June2026,WHJ2026,298,2026-06-28T16:38:46,2026-06-28T14:38:46.683Z,1958.78,DAY_2_CONTROLLED,HEATWAVE_RULE_BASED,OUTBOUND_OPEN_INBOUND_CLOSED,CLOSED,OPEN,CLOSED,OPEN,FALSE,NO_CHANGE_DAY_HIGH_RADIATION_OUTBOUND_OPEN,TRUE,-10.303,TRUE,FALSE,150,1,25.695,27.157,30.604,30.663,31.364,31.518,29.709,29.051,31.004,29.414,,25.433,25.715,25.459,25.509,25.551,25.23,28.897,36.82,40.1,39.2,24,453.21,6.682,4.01,6.92,2.4,3.237,,
Weekend_Heatwave_June2026,WHJ2026,299,2026-06-28T16:48:46,2026-06-28T14:48:46.268Z,1968.78,DAY_2_CONTROLLED,HEATWAVE_RULE_BASED,OUTBOUND_OPEN_INBOUND_CLOSED,CLOSED,OPEN,CLOSED,OPEN,FALSE,NO_CHANGE_DAY_HIGH_RADIATION_OUTBOUND_OPEN,TRUE,-10.801,TRUE,FALSE,150,1,25.731,27.183,30.637,30.673,31.38,31.577,29.736,29.077,31.053,29.441,,25.476,25.758,25.492,25.545,25.594,25.283,28.939,36.96,40.12,39.74,23.29,451.29,6.696,4.012,6.974,2.329,3.223,,
Weekend_Heatwave_June2026,WHJ2026,300,2026-06-28T16:58:46,2026-06-28T14:58:45.840Z,1978.78,DAY_2_CONTROLLED,HEATWAVE_RULE_BASED,OUTBOUND_OPEN_INBOUND_CLOSED,CLOSED,OPEN,CLOSED,OPEN,FALSE,NO_CHANGE_DAY_HIGH_RADIATION_OUTBOUND_OPEN,TRUE,-10.998,TRUE,FALSE,150,1,25.764,27.209,30.646,30.689,31.449,31.613,29.752,29.103,31.079,29.493,,25.518,25.79,25.535,25.587,25.636,25.315,28.982,37.08,40.15,39.98,22.99,448.57,6.708,4.015,6.998,2.299,3.204,,
Weekend_Heatwave_June2026,WHJ2026,301,2026-06-28T17:08:46,2026-06-28T15:08:46.429Z,1988.78,DAY_2_CONTROLLED,HEATWAVE_RULE_BASED,OUTBOUND_OPEN_INBOUND_CLOSED,CLOSED,OPEN,CLOSED,OPEN,FALSE,NO_CHANGE_DAY_HIGH_RADIATION_OUTBOUND_OPEN,TRUE,-10.602,TRUE,FALSE,150,1,25.8,27.232,30.646,30.689,31.528,31.62,29.785,29.129,31.02,29.473,,25.561,25.823,25.577,25.63,25.672,25.358,29.018,37.2,40.16,39.62,23.29,440.28,6.72,4.016,6.962,2.329,3.145,,
Weekend_Heatwave_June2026,WHJ2026,302,2026-06-28T17:18:46,2026-06-28T15:18:46.001Z,1998.78,DAY_2_CONTROLLED,HEATWAVE_RULE_BASED,OUTBOUND_OPEN_INBOUND_CLOSED,CLOSED,OPEN,CLOSED,OPEN,FALSE,NO_CHANGE_DAY_HIGH_RADIATION_OUTBOUND_OPEN,TRUE,-10.279,TRUE,FALSE,150,1,25.84,27.258,30.663,30.709,31.466,31.613,29.811,29.156,31.03,29.467,,25.604,25.859,25.62,25.672,25.715,25.4,29.061,37.33,40.2,39.34,23.66,435.09,6.733,4.02,6.934,2.366,3.108,,
Weekend_Heatwave_June2026,WHJ2026,303,2026-06-28T17:28:46,2026-06-28T15:28:46.582Z,2008.78,DAY_2_CONTROLLED,HEATWAVE_RULE_BASED,OUTBOUND_OPEN_INBOUND_CLOSED,CLOSED,OPEN,CLOSED,OPEN,FALSE,NO_CHANGE_DAY_HIGH_RADIATION_OUTBOUND_OPEN,TRUE,-10.497,TRUE,FALSE,150,1,25.876,27.285,30.673,30.725,31.423,31.613,29.827,29.172,30.938,29.391,,25.646,25.892,25.656,25.715,25.758,25.433,29.103,37.44,40.25,39.6,23.68,428.6,6.744,4.025,6.96,2.368,3.061,,
